# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715528.66214 0.003356 -0.015923 0.016296 0.555753 -0.604303 0.379292 0.426725 0.0007647871 0.0000000025 -0.0000000010 0.0007648309 -0.0000000146 0.0007647933 0.0115551061 0.0000000489 -0.0000090489 0.0115549698 0.0000341881 0.0026760478
1403715528.71214 0.005754 -0.020314 0.025216 0.554026 -0.604220 0.380569 0.427949 0.0008039784 0.0000000035 -0.0000000019 0.0008040276 -0.0000000189 0.0008039890 0.0137386441 0.0000000978 -0.0000164089 0.0137384224 0.0000492606 0.0027050910
1403715528.76214 0.008171 -0.024690 0.034819 0.552446 -0.604166 0.381764 0.429002 0.0008451699 0.0000000045 -0.0000000035 0.0008452226 -0.0000000225 0.0008451862 0.0163138867 0.0000001634 -0.0000253529 0.0163135672 0.0000670863 0.0027377404
1403715528.81214 0.010592 -0.029238 0.045102 0.551494 -0.603933 0.381926 0.430409 0.0008883618 0.0000000053 -0.0000000056 0.0008884170 -0.0000000253 0.0008883839 0.0193307799 0.0000002478 -0.0000359949 0.0193303438 0.0000885159 0.0027743168
1403715528.86225 0.017191 -0.012849 0.046295 0.548594 -0.603379 0.381477 0.435263 0.0006482653 0.0000791666 -0.0001112783 0.0001351629 -0.0000096611 0.0001770769 0.0032614251 -0.0010813879 0.0000176341 0.0046097133 -0.0000097032 0.0027734663
1403715528.91170 0.027071 -0.033576 0.065431 0.548072 -0.600100 0.386016 0.436449 0.0003728271 0.0000115847 -0.0001195548 0.0000218460 -0.0000062742 0.0000597167 0.0025417395 0.0000037437 0.0000015187 0.0025521336 -0.0000025920 0.0025343420
1403715528.96067 0.031539 -0.036176 0.076146 0.547910 -0.599625 0.385622 0.437652 0.0003748284 0.0000130858 -0.0001173792 0.0000210424 -0.0000051958 0.0000573132 0.0025357502 0.0000040793 -0.0000000848 0.0025476217 -0.0000016012 0.0025324893
1403715529.01081 0.037275 -0.038048 0.086736 0.549374 -0.599273 0.384380 0.437392 0.0003736368 0.0000151883 -0.0001186906 0.0000195985 -0.0000044398 0.0000565452 0.0025308537 0.0000031539 0.0000001314 0.0025439758 -0.0000011863 0.0025322255
1403715529.06136 0.044431 -0.038379 0.097476 0.550594 -0.600188 0.385036 0.434015 0.0003713425 0.0000132755 -0.0001212343 0.0000170206 -0.0000037529 0.0000554817 0.0025270863 0.0000021974 0.0000012983 0.0025410602 -0.0000016261 0.0025322766
1403715529.11326 0.052533 -0.038220 0.110091 0.552183 -0.600377 0.386803 0.430145 0.0003697170 0.0000105587 -0.0001228425 0.0000145433 -0.0000022117 0.0000542319 0.0025252424 0.0000008074 0.0000026860 0.0025390883 -0.0000020505 0.0025322623
1403715529.16385 0.060388 -0.039326 0.126492 0.555831 -0.598574 0.388832 0.426112 0.0003676061 0.0000080950 -0.0001256041 0.0000127983 -0.0000018639 0.0000535780 0.0025247015 -0.0000002542 0.0000041580 0.0025381562 -0.0000025580 0.0025319160
1403715529.21330 0.068083 -0.041257 0.144763 0.561103 -0.596420 0.389972 0.421150 0.0003651527 0.0000064979 -0.0001284381 0.0000111190 -0.0000019286 0.0000542879 0.0025250039 -0.0000010219 0.0000052860 0.0025373796 -0.0000030360 0.0025315603
1403715529.26311 0.075677 -0.044721 0.163822 0.567331 -0.593318 0.391440 0.415793 0.0003624275 0.0000058946 -0.0001316904 0.0000101517 -0.0000021038 0.0000560400 0.0025256546 -0.0000015236 0.0000062067 0.0025373818 -0.0000035236 0.0025313122
1403715529.31265 0.083723 -0.048364 0.182642 0.574560 -0.589756 0.392317 0.410069 0.0003603462 0.0000058028 -0.0001341656 0.0000094305 -0.0000023816 0.0000576038 0.0025264583 -0.0000018224 0.0000070439 0.0025379475 -0.0000040471 0.0025311397
